rep,dist_m,frac,eff_dose,auc,tss,range_area_pct_change_05,range_area_pct_change_maxsss,suitability_mad,schoener_d,entity,algorithm
8,0,0,0.0,0.8473490001634145,0.4819920524401917,,,,,Astacus astacus,random_forest
8,100,10,1.0679611650485437,0.8491218886834069,0.4765024266423555,-4.240052185257665,-4.238921001926782,0.0182286773794808,0.9502969395974126,Astacus astacus,random_forest
8,100,20,2.66990291262136,0.8362974117766451,0.4437411410668156,-5.218525766470972,-9.978768577494693,0.0199289932701552,0.9464187559875256,Astacus astacus,random_forest
8,100,50,6.899902818270165,0.8443187841708245,0.4788008494665847,-25.701239399869536,-28.708133971291865,0.0340567229776129,0.9245678335024734,Astacus astacus,random_forest
8,250,10,1.9902912621359223,0.8508750195316768,0.4767158314161319,-4.240052185257665,-4.316546762589928,0.0187277846449663,0.94890851150291,Astacus astacus,random_forest
8,250,20,3.883495145631068,0.8343116899736531,0.4545210748582966,-6.457925636007827,-10.805500982318271,0.0193423980222496,0.9485530192464268,Astacus astacus,random_forest
8,250,50,8.843537414965986,0.8392187856041046,0.4641703680672137,-25.505544683626876,-27.63819095477387,0.0369523417113033,0.9166372124522268,Astacus astacus,random_forest
8,500,10,1.8932038834951457,0.8517604205135708,0.4853702337531447,-4.892367906066536,-5.009633911368015,0.0180799340749896,0.951115119229226,Astacus astacus,random_forest
8,500,20,4.611650485436893,0.8353899496844241,0.4381289856794819,-6.001304631441617,-14.64968152866242,0.0213006455157258,0.942397161026018,Astacus astacus,random_forest
8,500,50,11.078717201166182,0.8416582638738433,0.4609803863931416,-26.48401826484018,-29.207920792079207,0.036586457904134,0.9190984161441296,Astacus astacus,random_forest
